Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Hillshade_diff_9am_3pm,Hillshade_mean,Elevation_Slope,Hydrology_Distance_Mag,Road_Fire_Distance_Ratio,Cover_Type
2699.0,347,3,0.0,0,2096,213.0,234,159,6853,1,20,54.0,202.0,8097.0,0.0,0.3058068281295594,6
2570.0,346,2,0.0,0,331,215.0,235,158,5745,1,29,57.0,202.66666666666666,5140.0,0.0,0.057605290636964845,4
2533.0,71,9,150.0,-3,577,230.0,223,126,5552,1,18,104.0,193.0,22797.0,150.02999700059985,0.10390779758688996,0
2703.0,330,27,30.0,17,3141,169.5,197,184,6186,1,16,-14.5,183.5,72981.0,34.48187929913333,0.5076773880717633,0
2678.0,128,5,95.0,23,1660,229.0,236,141,6546,1,12,88.0,202.0,13390.0,97.74456506629922,0.25355124484496716,4
2529.0,68,8,210.0,-5,666,228.0,225,130,5484,1,18,98.0,194.33333333333334,20232.0,210.05951537600004,0.12142206016408387,0
2524.0,94,7,212.0,-4,684,232.0,229,130,5474,1,18,102.0,197.0,17668.0,212.03773249117714,0.12493150684931507,0
2536.0,99,6,234.0,0,659,230.0,232,136,5475,1,18,94.0,199.33333333333334,15216.0,234.0,0.12034331628926223,0
2498.0,66,6,95.0,7,900,227.0,227,135,5357,1,18,92.0,196.33333333333334,14988.0,95.25754563287887,0.167973124300112,0
2489.0,100,7,85.0,13,810,232.0,231,131,5334,1,18,101.0,198.0,17423.0,85.98837130682264,0.15182755388940955,0
2713.0,117,27,60.0,17,3297,254.0,198,64,6039,1,30,190.0,172.0,73251.0,62.36184731067546,0.5458609271523179,0
2739.0,323,25,85.0,43,3118,169.5,205,192,6219,1,29,-22.5,188.83333333333334,68475.0,95.25754563287887,0.5012861736334405,6
2696.0,72,2,30.0,0,3271,222.0,234,149,6071,1,30,73.0,201.66666666666666,5392.0,30.0,0.5387022397891963,6
2510.0,79,14,192.0,19,891,237.0,215,106,5325,1,18,131.0,186.0,35140.0,192.93781381574738,0.1672925272249343,0
2502.0,81,7,175.0,11,912,230.0,227,129,5316,1,18,101.0,195.33333333333334,17514.0,175.34537347760278,0.17152529621967275,0
2722.0,315,24,30.0,19,3216,169.5,212,200,6132,1,16,-30.5,193.83333333333334,65328.0,35.510561809129406,0.5243763248002609,6
2500.0,74,11,190.0,9,930,233.0,219,116,5279,1,18,117.0,189.33333333333334,27500.0,190.21303845951255,0.17613636363636365,0
2486.0,68,5,180.0,-4,870,225.0,230,139,5262,1,18,86.0,198.0,12430.0,180.0444389588304,0.16530495914877447,0
2489.0,11,4,175.0,13,840,216.0,232,153,5254,1,18,63.0,200.33333333333334,9956.0,175.4821928287882,0.1598477640342531,0
2489.0,42,6,162.0,13,810,221.0,227,141,5247,1,18,80.0,196.33333333333334,14934.0,162.5207679036744,0.15434451219512196,0
2490.0,75,5,134.0,17,810,227.0,230,137,5218,1,18,90.0,198.0,12450.0,135.07405376311175,0.1552021460049818,0
2952.0,107,11,42.0,7,5845,239.0,226,116,3509,1,29,123.0,193.66666666666666,32472.0,42.579337712087536,1.6652421652421652,4
2705.0,90,8,134.0,22,2023,232.0,228,129,6615,1,12,103.0,196.33333333333334,21640.0,135.79396157414365,0.3057738814993954,4
2507.0,40,7,153.0,10,930,221.0,224,138,5221,1,18,83.0,194.33333333333334,17549.0,153.32644912082193,0.17809268479509766,0
2500.0,49,14,150.0,27,870,225.0,210,116,5205,1,18,109.0,183.66666666666666,35000.0,152.41062955056645,0.16711486746062235,0
2493.0,63,10,127.0,20,840,229.0,221,124,5197,1,18,105.0,191.33333333333334,24930.0,128.56515857727553,0.16160061562139286,0
2509.0,59,7,134.0,10,900,226.0,226,134,5184,1,18,92.0,195.33333333333334,17563.0,134.3726162579266,0.17357762777242045,0
2919.0,13,13,90.0,6,5321,207.0,214,142,4060,1,29,65.0,187.66666666666666,37947.0,90.19977827023745,1.3102684067963555,6
2740.0,54,6,218.0,42,2287,224.0,227,138,6686,1,12,86.0,196.33333333333334,16440.0,222.00900882621858,0.34200687901899207,4
2640.0,80,8,180.0,-2,1092,231.0,225,127,5866,1,29,104.0,194.33333333333334,21120.0,180.01111076819674,0.18612578830748253,4
2843.0,166,12,242.0,53,4434,230.0,244,144,4956,1,30,86.0,206.0,34116.0,247.7357463104588,0.8944926366754085,4
3008.0,45,14,277.0,10,6371,223.0,208,116,3036,1,29,107.0,182.33333333333334,42112.0,277.18044664081197,2.0977938755350674,4
2893.0,114,16,108.0,30,5066,245.0,223,102,4340,1,29,143.0,190.0,46288.0,112.08925015361643,1.1670122091683943,4
2850.0,6,9,0.0,0,4858,210.0,223,151,4548,1,16,59.0,194.66666666666666,25650.0,0.0,1.0679270169267971,4
2628.0,30,10,240.0,19,960,217.0,218,136,5645,1,29,81.0,190.33333333333334,26280.0,240.75090861718465,0.17003188097768332,4
2864.0,118,18,201.0,74,4567,248.0,221,93,4849,1,30,155.0,187.33333333333334,51552.0,214.18916872708573,0.9416494845360824,4
2827.0,160,27,134.0,65,3948,235.0,233,108,5474,1,30,127.0,192.0,76329.0,148.93287078412206,0.7210958904109589,4
2529.0,326,5,30.0,14,1062,207.0,234,166,5047,1,16,41.0,202.33333333333334,12645.0,33.1058907144937,0.21038034865293184,4
2808.0,99,7,382.0,95,3107,233.0,230,130,6341,1,12,103.0,197.66666666666666,19656.0,393.6356183070836,0.4899085461999369,6
2840.0,153,26,134.0,42,4613,241.0,231,102,4833,1,30,139.0,191.33333333333334,73840.0,140.42791745233566,0.9542821679768307,4
2795.0,79,10,531.0,96,2980,233.0,223,121,6497,1,20,112.0,192.33333333333334,27950.0,539.6081911906082,0.45860264696829794,6
2746.0,143,16,67.0,22,2440,241.0,235,119,6597,1,12,122.0,198.33333333333334,43936.0,70.51950084905593,0.36980903304031526,4
2847.0,352,26,150.0,82,3697,169.5,187,152,5796,1,29,17.5,169.5,74022.0,170.95028517086482,0.637743660514059,6
2840.0,14,14,216.0,88,3552,206.0,210,140,5944,1,12,66.0,185.33333333333334,39760.0,233.23807579381202,0.5974768713204374,6
2537.0,42,7,210.0,17,1132,222.0,224,137,4919,1,18,85.0,194.33333333333334,17759.0,210.68697159530296,0.23008130081300812,4
2860.0,358,17,175.0,98,3705,191.0,206,151,5800,1,29,40.0,182.66666666666666,48620.0,200.57168294652163,0.638682985692122,6
2818.0,332,26,30.0,17,4526,169.5,197,181,4978,1,29,-11.5,182.5,73268.0,34.48187929913333,0.9090178750753163,4
2801.0,18,7,560.0,58,3084,215.0,226,148,6457,1,12,67.0,196.33333333333334,19607.0,562.9955594851526,0.4775472282440384,4
2791.0,63,10,418.0,48,2942,229.0,221,124,6606,1,12,105.0,191.33333333333334,27910.0,420.7469548315234,0.4452853034660209,4
2745.0,306,11,67.0,24,2416,190.0,234,184,6428,1,29,6.0,202.66666666666666,30195.0,71.16881339463234,0.37579716907761707,4
2514.0,102,6,272.0,-5,1082,230.0,233,137,4811,1,18,93.0,200.0,15084.0,272.04595200076034,0.22485453034081462,4
2788.0,13,16,30.0,8,4126,203.0,206,137,5396,1,29,66.0,182.0,44608.0,31.04834939252005,0.7644987956272002,4
2562.0,354,12,67.0,9,1057,200.0,218,156,5031,1,30,44.0,191.33333333333334,30744.0,67.60177512462228,0.2100556438791733,4
3073.0,173,12,108.0,-3,6836,227.0,246,149,2735,1,29,78.0,207.33333333333334,36876.0,108.04165863221463,2.4985380116959064,4
2978.0,71,10,426.0,85,5742,231.0,221,121,3792,1,29,110.0,191.0,29780.0,434.3972836010833,1.513841286580543,4
2860.0,31,10,295.0,98,3644,218.0,218,135,5904,1,12,83.0,190.33333333333334,28600.0,310.85205484281425,0.617104149026249,6
3067.0,164,11,85.0,7,6811,230.0,243,144,2774,1,29,86.0,205.66666666666666,33737.0,85.28774824088158,2.454414414414414,4
2804.0,72,5,543.0,61,3115,225.0,231,141,6471,1,12,84.0,199.0,14020.0,546.4155927496945,0.4813040791100124,4
2562.0,59,3,0.0,0,1116,221.0,233,148,5091,1,16,73.0,200.66666666666666,7686.0,0.0,0.21916732128829536,4
2567.0,34,9,190.0,16,1136,219.0,221,138,4924,1,18,81.0,192.66666666666666,23103.0,190.67249408344142,0.23065989847715737,4
2998.0,45,8,351.0,16,5842,223.0,222,134,3721,1,29,89.0,193.0,23984.0,351.3644831225831,1.569586243954863,4
2684.0,84,12,150.0,2,1677,237.0,220,113,5693,1,29,124.0,190.0,32208.0,150.0133327407934,0.2945205479452055,4
2676.0,42,11,150.0,-5,1634,222.0,216,128,5655,1,29,94.0,188.66666666666666,29436.0,150.08331019803634,0.2888967468175389,4
2863.0,102,15,190.0,71,4389,244.0,219,100,5184,1,29,144.0,187.66666666666666,42945.0,202.8324431643025,0.846480231436837,6
2574.0,170,5,170.0,23,1180,224.0,242,153,4910,1,18,71.0,206.33333333333334,12870.0,171.5488268686207,0.2402769293422928,4
2511.0,211,6,162.0,30,1071,216.0,245,166,4660,1,18,50.0,209.0,15066.0,164.75436261295178,0.22977901737824502,4
3067.0,32,4,30.0,-2,6679,219.0,230,147,2947,1,20,72.0,198.66666666666666,12268.0,30.066592756745816,2.2656037991858886,4
2909.0,57,16,134.0,23,5502,229.0,203,102,4084,1,29,127.0,178.0,46544.0,135.95955280891445,1.3468788249694001,4
2863.0,348,14,309.0,89,3918,193.0,216,161,5695,1,29,32.0,190.0,40082.0,321.5618136533006,0.6878511235955056,6
2567.0,333,1,0.0,0,1266,216.0,237,158,5079,1,16,58.0,203.66666666666666,2567.0,0.0,0.24921259842519686,4
3182.0,105,11,408.0,33,6000,240.0,226,115,1184,1,29,125.0,193.66666666666666,35002.0,409.332383277942,5.063291139240507,6
2818.0,324,12,242.0,26,4156,189.0,227,177,5467,1,16,12.0,197.66666666666666,33816.0,243.39268682522078,0.7600585223116313,6
2752.0,332,6,342.0,24,2372,207.0,233,165,6131,1,12,42.0,201.66666666666666,16512.0,342.8410710518797,0.3868232224396608,4
2751.0,88,5,400.0,30,2322,228.0,231,137,6088,1,12,91.0,198.66666666666666,13755.0,401.1234224026316,0.3813434061422237,4
2569.0,102,7,228.0,18,1266,232.0,231,132,4844,1,18,100.0,198.33333333333334,17983.0,228.70942263055102,0.2613003095975232,4
3195.0,111,15,469.0,46,5941,245.0,222,101,1206,1,29,144.0,189.33333333333334,47925.0,471.25046419075284,4.922120961060481,6
2982.0,53,14,240.0,63,5756,227.0,209,112,3880,1,29,115.0,182.66666666666666,41748.0,248.13101378102658,1.4831229064674054,4
2850.0,58,6,295.0,58,4394,225.0,227,137,5239,1,29,88.0,196.33333333333334,17100.0,300.647634283059,0.8385496183206107,6
2586.0,76,4,190.0,30,1290,225.0,232,143,4875,1,18,82.0,200.0,10344.0,192.35384061671346,0.2645611156685808,4
2837.0,17,13,330.0,45,4241,208.0,211,138,5428,1,29,70.0,185.66666666666666,36881.0,333.0540496676178,0.7811751703812857,6
2723.0,99,6,301.0,34,2109,230.0,232,136,5793,1,12,94.0,199.33333333333334,16338.0,302.914179265349,0.3639972385226096,4
3070.0,0,11,30.0,-6,6890,204.0,220,153,2858,1,29,51.0,192.33333333333334,33770.0,30.59411708155671,2.409933543196922,4
3057.0,124,12,150.0,53,6508,240.0,231,118,3211,1,29,122.0,196.33333333333334,36684.0,159.08802594790095,2.0261519302615194,4
2818.0,119,19,30.0,10,5213,248.0,220,92,4497,1,29,156.0,186.66666666666666,53542.0,31.622776601683793,1.1589595375722543,4
2847.0,320,27,85.0,39,4983,169.5,190,199,4727,1,29,-29.5,186.16666666666666,76869.0,93.5200513259055,1.0539340101522843,4
2606.0,112,11,30.0,4,1584,239.0,228,119,5106,1,16,120.0,195.33333333333334,28666.0,30.265491900843113,0.31016252202858824,4
2893.0,83,6,551.0,101,4011,229.0,230,135,5755,1,12,94.0,198.0,17358.0,560.180328108726,0.6968380820013899,4
2716.0,1,10,234.0,27,2100,206.0,222,153,5581,1,12,53.0,193.66666666666666,27160.0,235.55254190944322,0.3762092439985668,4
2644.0,125,20,67.0,25,1719,249.0,221,90,5168,1,29,159.0,186.66666666666666,52880.0,71.5122367151245,0.3325594892629135,4
2613.0,37,5,216.0,34,1519,220.0,229,146,4818,1,12,74.0,198.33333333333334,13065.0,218.65955272980872,0.31521062461091515,4
2929.0,356,12,0.0,0,5757,201.0,219,155,4017,1,24,46.0,191.66666666666666,35148.0,0.0,1.4328023892483823,4
2767.0,307,12,30.0,8,2796,187.0,233,186,6192,1,29,1.0,202.0,33204.0,31.04834939252005,0.4514774745680607,4
2991.0,49,13,85.0,0,6199,225.0,211,117,3613,1,24,108.0,184.33333333333334,38883.0,85.0,1.7152739346983952,6
2939.0,56,18,95.0,20,5563,229.0,200,98,4224,1,24,131.0,175.66666666666666,52902.0,97.082439194738,1.3166863905325443,4
2537.0,7,12,0.0,0,1583,205.0,216,148,4509,1,16,57.0,189.66666666666666,30444.0,0.0,0.3509977827050998,4
3119.0,119,7,162.0,10,6660,233.0,234,133,2556,1,29,100.0,200.0,21833.0,162.30834852218786,2.6046147829487682,4
2942.0,346,12,30.0,3,5918,197.0,221,162,3900,1,24,35.0,193.33333333333334,35304.0,30.14962686336267,1.517046911048449,6
2886.0,12,7,570.0,94,4295,213.0,226,150,5518,1,29,63.0,196.33333333333334,20202.0,577.6988835024697,0.7782206921543758,6
2775.0,344,13,42.0,7,2854,194.0,219,164,6177,1,29,30.0,192.33333333333334,36075.0,42.579337712087536,0.4619617999352541,4
2490.0,79,9,240.0,13,878,232.0,224,124,4184,1,18,108.0,193.33333333333334,22410.0,240.3518254559345,0.20979689366786142,4
3106.0,228,18,658.0,108,5984,191.0,254,196,1655,1,29,-5.0,213.66666666666666,55908.0,666.8043191221844,3.6135265700483092,6
2831.0,284,24,60.0,23,5208,169.5,232,216,4611,1,24,-46.5,205.83333333333334,67944.0,64.25729530566937,1.1292281006071119,4
2837.0,112,8,272.0,16,3649,235.0,231,128,6221,1,12,107.0,198.0,22696.0,272.47018185482244,0.5864673738347798,4
2890.0,299,23,180.0,79,5104,169.5,224,212,4734,1,24,-42.5,201.83333333333334,66470.0,196.57314160383152,1.0779303062302006,4
2824.0,135,5,218.0,6,3583,227.0,238,144,6316,1,20,83.0,203.0,14120.0,218.08255317654368,0.5671996200728193,4
2728.0,135,3,242.0,32,2250,224.0,238,150,5515,1,12,74.0,204.0,8184.0,244.10653411983876,0.4079042784626541,4
2962.0,88,16,190.0,23,6095,242.0,212,95,3811,1,24,147.0,183.0,47392.0,191.38704240360684,1.5988982161594962,6
3142.0,220,11,424.0,69,6216,207.0,251,179,1989,1,29,28.0,212.33333333333334,34562.0,429.5776996074168,3.1236180904522612,4
2847.0,2,6,175.0,10,3757,212.0,229,154,6194,1,20,58.0,198.33333333333334,17082.0,175.28548142958104,0.6064568200161421,4
2536.0,34,5,242.0,16,1242,219.0,228,146,4201,1,18,73.0,197.66666666666666,12680.0,242.52834885843757,0.29557353641123274,4
3168.0,95,6,30.0,0,4884,229.0,231,136,1239,1,29,93.0,198.66666666666666,19008.0,30.0,3.9387096774193546,6
2926.0,289,24,210.0,99,5126,169.5,228,216,4814,1,24,-46.5,204.5,70224.0,232.16588896735024,1.0645898234683282,6
2893.0,21,6,295.0,36,4106,216.0,227,148,5865,1,12,68.0,197.0,17358.0,297.18849237478895,0.6999659052165019,4
2687.0,20,11,150.0,39,1986,212.0,217,140,4936,1,12,72.0,189.66666666666666,29557.0,154.98709623707387,0.4022685841604213,4
3109.0,211,17,424.0,55,6089,204.0,254,181,2017,1,29,23.0,213.0,52853.0,427.55233597771394,3.0173439048562933,4
3119.0,200,20,60.0,0,6297,208.0,253,172,2377,1,29,36.0,211.0,62380.0,60.0,2.6480235492010094,4
2916.0,349,10,488.0,36,4472,202.0,223,160,5502,1,29,42.0,195.0,29160.0,489.3260671576776,0.8126476467381428,6
2795.0,18,3,218.0,17,3042,217.0,233,153,6073,1,12,64.0,201.0,8385.0,218.66183937761065,0.5008231807704973,4
2555.0,58,14,285.0,19,1231,230.0,209,109,4159,1,18,121.0,182.66666666666666,35770.0,285.63263118908526,0.29591346153846154,4
2499.0,42,13,497.0,-7,953,222.0,212,123,3950,1,18,99.0,185.66666666666666,32487.0,497.0492933301485,0.24120475828904075,4
3027.0,173,11,335.0,42,5678,227.0,245,149,1900,1,29,78.0,207.0,33297.0,337.62257033557455,2.9868490268279855,6
3096.0,160,15,85.0,16,6156,234.0,242,135,2310,1,29,99.0,203.66666666666666,46440.0,86.49277426467485,2.6637819125919515,6
2916.0,105,13,268.0,89,5618,242.0,223,108,4417,1,29,134.0,191.0,37908.0,282.39157211220027,1.2716161158895427,4
2591.0,42,12,350.0,22,1398,222.0,213,125,4224,1,29,97.0,186.66666666666666,31092.0,350.69074695520555,0.33088757396449703,4
3185.0,328,16,127.0,13,4763,178.0,219,180,1392,1,29,-2.0,192.33333333333334,50960.0,127.66362050325849,3.4192390524048815,6
3021.0,221,10,324.0,39,5675,208.0,250,177,1937,1,29,31.0,211.66666666666666,30210.0,326.33878102364724,2.92827657378741,6
3083.0,257,4,510.0,-25,6363,209.0,242,171,2873,1,29,38.0,207.33333333333334,12332.0,510.6123774449656,2.2139874739039667,4
2860.0,276,27,60.0,33,5292,169.5,226,216,4759,1,24,-46.5,203.83333333333334,77220.0,68.47627326307996,1.111764705882353,4
3008.0,196,15,228.0,20,5535,215.0,251,166,1924,1,23,49.0,210.66666666666666,45120.0,228.87551201471948,2.8753246753246753,4
3034.0,189,14,384.0,66,5754,220.0,250,160,2012,1,29,60.0,210.0,42476.0,389.6305942813013,2.8584202682563338,6
2873.0,130,16,67.0,16,4030,244.0,230,110,6091,1,30,134.0,194.66666666666666,45968.0,68.8839603971781,0.6615233092580434,4
3182.0,49,13,319.0,7,4767,225.0,211,118,1513,1,29,107.0,184.66666666666666,41366.0,319.0767932645682,3.1486129458388374,6
2998.0,102,12,384.0,117,6026,239.0,225,114,4121,1,29,125.0,192.66666666666666,35976.0,401.4286985256535,1.4619116933527414,4
2658.0,357,20,300.0,54,1597,184.0,199,149,4286,1,29,35.0,177.33333333333334,53160.0,304.8212591011329,0.37252157686027526,4
3175.0,15,7,366.0,92,4816,214.0,226,149,1584,1,29,65.0,196.33333333333334,22225.0,377.385744298854,3.038485804416404,6
2952.0,8,7,488.0,117,4953,212.0,227,152,5192,1,20,60.0,197.0,20664.0,501.8296523721969,0.9537839399191219,6
2622.0,95,12,484.0,39,1329,239.0,222,112,4086,1,29,127.0,191.0,31464.0,485.5687386972106,0.3251773917298752,4
2955.0,288,21,247.0,117,5224,169.5,233,215,4968,1,24,-45.5,205.83333333333334,62055.0,273.3093485411723,1.0513181726705574,4
2837.0,66,9,201.0,23,3655,229.0,221,124,6341,1,20,105.0,191.33333333333334,25533.0,202.3116407921205,0.576316619362977,4
3182.0,45,3,458.0,109,4723,220.0,232,149,1661,1,29,71.0,200.33333333333334,9546.0,470.791886081313,2.841756919374248,6
3077.0,129,3,618.0,43,6296,225.0,237,147,3261,1,29,78.0,203.0,9231.0,619.4941484792249,1.930104230533415,4
2755.0,320,4,30.0,-1,2890,209.0,236,165,5468,1,12,44.0,203.33333333333334,11020.0,30.01666203960727,0.5284329859206436,4
3047.0,28,11,600.0,13,6414,216.0,215,134,3540,1,29,82.0,188.33333333333334,33517.0,600.1408168088553,1.8113527252188648,6
2880.0,86,12,30.0,3,4369,237.0,221,113,5906,1,30,124.0,190.33333333333334,34560.0,30.14962686336267,0.7396309463348569,4
3221.0,292,3,424.0,49,4401,212.0,238,165,1710,1,29,47.0,205.0,9663.0,426.82197694120674,2.5721800116890705,6
3182.0,115,10,553.0,10,4605,237.0,231,124,1768,1,29,113.0,197.33333333333334,31820.0,553.0904085228743,2.6031656302996042,6
3064.0,29,24,150.0,46,5051,204.0,186,104,2148,1,29,100.0,164.66666666666666,73536.0,156.8948692596415,2.3503955328059565,6
2827.0,332,15,42.0,9,3599,185.0,221,174,6067,1,29,11.0,193.33333333333334,42405.0,42.95346318982906,0.5931114040870138,4
2518.0,107,5,360.0,39,553,229.0,234,139,3522,1,18,90.0,200.66666666666666,12590.0,362.10633797270106,0.1569684927618507,4
3050.0,180,4,277.0,-3,5782,221.0,242,156,2721,1,29,65.0,206.33333333333334,12200.0,277.01624501101014,2.12417340191036,6
3107.0,356,12,283.0,89,4855,201.0,219,155,2069,1,29,46.0,191.66666666666666,37284.0,296.66479400158016,2.345410628019324,6
2995.0,173,15,268.0,117,6312,228.0,246,146,4135,1,30,82.0,206.66666666666666,44925.0,292.42605903031284,1.5261121856866537,4
2721.0,164,4,67.0,-2,1747,224.0,241,152,4191,1,12,72.0,205.66666666666666,10884.0,67.02984409947557,0.41674618320610685,4
3182.0,116,7,579.0,10,4425,233.0,233,133,1854,1,29,100.0,199.66666666666666,22274.0,579.0863493469692,2.38544474393531,6
2724.0,132,11,60.0,-2,2720,238.0,234,124,4875,1,12,114.0,198.66666666666666,29964.0,60.03332407921454,0.5578342904019689,4
2515.0,90,9,313.0,39,511,233.0,227,125,3451,1,18,108.0,195.0,22635.0,315.4203544478384,0.14803012746234068,4
3017.0,46,22,212.0,52,5118,221.0,188,92,2352,1,29,129.0,167.0,66374.0,218.28421839427605,2.175095622609435,6
3077.0,256,4,618.0,117,6230,210.0,242,170,3734,1,29,40.0,207.33333333333334,12308.0,628.9777420545182,1.6680053547523428,4
2929.0,338,8,190.0,39,4393,202.0,228,165,6106,1,12,37.0,198.33333333333334,23432.0,193.96133635340834,0.7193384640576388,4
2735.0,127,12,67.0,6,2806,240.0,232,120,4924,1,12,120.0,197.33333333333334,32820.0,67.26812023536856,0.569746192893401,4
2893.0,319,20,150.0,43,5825,169.5,217,192,4667,1,24,-22.5,192.83333333333334,57860.0,156.0416611036937,1.2478577549271637,4
3231.0,45,4,648.0,59,4173,221.0,231,147,1921,1,29,74.0,199.66666666666666,12924.0,650.6804131061576,2.171175858480749,6
